List of 174 lines in spectrum 1 to spectrum 10
line         frequency (Hz)
 127          10      0.00258
 128           1      0.02681
 128           2      0.02166
 128           3      0.01761
 128           4      0.01497
 128           5      0.01198
 128           6      0.01023
 128           7      0.00829
 128           8      0.00729
 128           9      0.00533
 128          10      0.00447
 129           1      0.00001
 129           2      0.00001
 129           3      0.00001
 129           4      0.00001
 129           5      0.00001
 129           6      0.00001
 129           7      0.00000
 129           8      0.00000
 129           9      0.00000
 129          10      0.00000
 130           1      0.04104
 130           2      0.04104
 130           3      0.03419
 130           4      0.02804
 130           5      0.02515
 130           6      0.02132
 130           7      0.01637
 130           8      0.01300
 130           9      0.00899
 130          10      0.00775
 131           1      0.07108
 131           2      0.07109
 131           3      0.05922
 131           4      0.04856
 131           5      0.04356
 131           6      0.03692
 131           7      0.02835
 131           8      0.02251
 131           9      0.01557
 131          10      0.01343
 132           1      0.00004
 132           2      0.00004
 132           3      0.00003
 132           4      0.00003
 132           5      0.00002
 132           6      0.00002
 132           7      0.00002
 132           8      0.00001
 132           9      0.00001
 132          10      0.00001
 133           1      0.02023
 133           2      0.01662
 133           3      0.01369
 133           4      0.01126
 133           5      0.00910
 133           6      0.00779
 133           7      0.00615
 133           8      0.00486
 133           9      0.00423
 133          10      0.00324
 134           1      0.03503
 134           2      0.02879
 134           3      0.02372
 134           4      0.01950
 134           5      0.01576
 134           6      0.01349
 134           7      0.01064
 134           8      0.00841
 134           9      0.00733
 134          10      0.00561
 135           1      0.00002
 135           2      0.00002
 135           3      0.00001
 135           4      0.00001
 135           5      0.00001
 135           6      0.00001
 135           7      0.00001
 135           8      0.00000
 135           9      0.00000
 135          10      0.00000
 136           1      0.11219
 136           2      0.06937
 136           3      0.04078
 136           4      0.02443
 136           5      0.01450
 136           6      0.00851
 136           7      0.00542
 136           8      0.00315
 136           9      0.00210
 136          10      0.00132
 137           1      0.19430
 137           2      0.12014
 137           3      0.07062
 137           4      0.04232
 137           5      0.02511
 137           6      0.01474
 137           7      0.00938
 137           8      0.00546
 137           9      0.00363
 137          10      0.00229
 138           1      0.00011
 138           2      0.00007
 138           3      0.00004
 138           4      0.00002
 138           5      0.00001
 138           6      0.00001
 138           7      0.00001
 138           8      0.00000
 138           9      0.00000
 138          10      0.00000
 139           1      0.04617
 139           2      0.03023
 139           3      0.01979
 139           4      0.01285
 139           5      0.00805
 139           6      0.00517
 139           7      0.00338
 139           8      0.00198
 139           9      0.00102
 139          10      0.00098
 140           1      0.07997
 140           2      0.05236
 140           3      0.03427
 140           4      0.02226
 140           5      0.01393
 140           6      0.00895
 140           7      0.00586
 140           8      0.00343
 140           9      0.00177
 140          10      0.00169
 141           1      0.00004
 141           2      0.00003
 141           3      0.00002
 141           4      0.00001
 141           5      0.00001
 141           6      0.00000
 141           7      0.00000
 141           8      0.00000
 141           9      0.00000
 141          10      0.00000
 142           1      0.00586
 142           2      0.00471
 142           3      0.00388
 142           4      0.00338
 142           5      0.00296
 142           6      0.00249
 142           7      0.00208
 142           8      0.00172
 142           9      0.00164
 142          10      0.00137
 143           1      0.01015
 143           2      0.00815
 143           3      0.00672
 143           4      0.00586
 143           5      0.00513
 143           6      0.00430
 143           7      0.00360
 143           8      0.00298
 143           9      0.00284
 143          10      0.00238
 144           1      0.00001
 144           2      0.00000
 144           3      0.00000
 144           4      0.00000
 144           5      0.00000
 144           6      0.00000
 144           7      0.00000
 144           8      0.00000
 144           9      0.00000
 144          10      0.00000
 145           1      0.00375
 145           2      0.00294
 145           3      0.00246
 145           4      0.00176
 145           5      0.00112
 145           6      0.00095
 145           7      0.00085
 145           8      0.00069
 145           9      0.00048
 145          10      0.00032
 146           1      0.00649
 146           2      0.00510
 146           3      0.00426
 146           4      0.00305
 146           5      0.00194
 146           6      0.00165
 146           7      0.00147
 146           8      0.00119
 146           9      0.00083
 146          10      0.00055
 147           1      0.00000
 147           2      0.00000
 147           3      0.00000
 147           4      0.00000
 147           5      0.00000
 147           6      0.00000
 147           7      0.00000
 147           8      0.00000
 147           9      0.00000
 147          10      0.00000
 148           1      0.00300
 148           2      0.00200
 148           3      0.00152
 148           4      0.00101
 148           5      0.00084
 148           6      0.00054
 148           7      0.00040
 148           8      0.00027
 148           9      0.00022
 148          10      0.00022
 149           1      0.00520
 149           2      0.00346
 149           3      0.00264
 149           4      0.00176
 149           5      0.00145
 149           6      0.00094
 149           7      0.00070
 149           8      0.00047
 149           9      0.00038
 149          10      0.00038
 150           1      0.00000
 150           2      0.00000
 150           3      0.00000
 150           4      0.00000
 150           5      0.00000
 150           6      0.00000
 150           7      0.00000
 150           8      0.00000
 150           9      0.00000
 150          10      0.00000
 151           1      0.04702
 151           2      0.08391
 151           3      0.06436
 151           4      0.04826
 151           5      0.03213
 151           6      0.02159
 151           7      0.01611
 151           8      0.01001
 151           9      0.00799
 151          10      0.00518
 152           1      0.08144
 152           2      0.14532
 152           3      0.11146
 152           4      0.08358
 152           5      0.05565
 152           6      0.03739
 152           7      0.02791
 152           8      0.01734
 152           9      0.01384
 152          10      0.00896
 153           1      0.00004
 153           2      0.00008
 153           3      0.00006
 153           4      0.00005
 153           5      0.00003
 153           6      0.00002
 153           7      0.00002
 153           8      0.00001
 153           9      0.00001
 153          10      0.00000
 154           1      0.00287
 154           2      0.00236
 154           3      0.00176
 154           4      0.00109
 154           5      0.00083
 154           6      0.00065
 154           7      0.00030
 154           8      0.00009
 154           9      0.00004
 154          10      0.00021
 155           1      0.00497
 155           2      0.00409
 155           3      0.00305
 155           4      0.00188
 155           5      0.00144
 155           6      0.00113
 155           7      0.00051
 155           8      0.00016
 155           9      0.00007
 155          10      0.00037
 156           1      0.00000
 156           2      0.00000
 156           3      0.00000
 156           4      0.00000
 156           5      0.00000
 156           6      0.00000
 156           7      0.00000
 156           8      0.00000
 156           9      0.00000
 156          10      0.00000
 157           1      0.06432
 157           2      0.05450
 157           3      0.04477
 157           4      0.03660
 157           5      0.02994
 157           6      0.02420
 157           7      0.02036
 157           8      0.01717
 157           9      0.01376
 157          10      0.01114
 158           1      0.11139
 158           2      0.09439
 158           3      0.07753
 158           4      0.06339
 158           5      0.05186
 158           6      0.04191
 158           7      0.03526
 158           8      0.02973
 158           9      0.02383
 158          10      0.01929
 159           1      0.00006
 159           2      0.00005
 159           3      0.00004
 159           4      0.00003
 159           5      0.00003
 159           6      0.00002
 159           7      0.00002
 159           8      0.00002
 159           9      0.00001
 159          10      0.00001
 160           1      0.00207
 160           2      0.00144
 160           3      0.00121
 160           4      0.00072
 160           5      0.00059
 160           6      0.00043
 160           7      0.00027
 160           8      0.00034
 160           9      0.00022
 160          10      0.00016
 161           1      0.00358
 161           2      0.00249
 161           3      0.00210
 161           4      0.00125
 161           5      0.00102
 161           6      0.00075
 161           7      0.00046
 161           8      0.00059
 161           9      0.00038
 161          10      0.00028
 162           1      0.00000
 162           2      0.00000
 162           3      0.00000
 162           4      0.00000
 162           5      0.00000
 162           6      0.00000
 162           7      0.00000
 162           8      0.00000
 162           9      0.00000
 162          10      0.00000
 163           1      0.01433
 163           2      0.01460
 163           3      0.01169
 163           4      0.01014
 163           5      0.00793
 163           6      0.00649
 163           7      0.00635
 163           8      0.00421
 163           9      0.00391
 163          10      0.00334
 164           1      0.02482
 164           2      0.02528
 164           3      0.02025
 164           4      0.01756
 164           5      0.01374
 164           6      0.01124
 164           7      0.01100
 164           8      0.00730
 164           9      0.00677
 164          10      0.00579
 165           1      0.00001
 165           2      0.00001
 165           3      0.00001
 165           4      0.00001
 165           5      0.00001
 165           6      0.00001
 165           7      0.00001
 165           8      0.00000
 165           9      0.00000
 165          10      0.00000
 166           1      0.00292
 166           2      0.00299
 166           3      0.00258
 166           4      0.00245
 166           5      0.00214
 166           6      0.00201
 166           7      0.00200
 166           8      0.00160
 166           9      0.00129
 166          10      0.00122
 167           1      0.00505
 167           2      0.00519
 167           3      0.00448
 167           4      0.00424
 167           5      0.00370
 167           6      0.00347
 167           7      0.00346
 167           8      0.00277
 167           9      0.00223
 167          10      0.00211
 168           1      0.00000
 168           2      0.00000
 168           3      0.00000
 168           4      0.00000
 168           5      0.00000
 168           6      0.00000
 168           7      0.00000
 168           8      0.00000
 168           9      0.00000
 168          10      0.00000
 169           1      0.19717
 169           2      0.12255
 169           3      0.07496
 169           4      0.04535
 169           5      0.02844
 169           6      0.01700
 169           7      0.01006
 169           8      0.00652
 169           9      0.00384
 169          10      0.00239
 170           1      0.34149
 170           2      0.21226
 170           3      0.12982
 170           4      0.07854
 170           5      0.04925
 170           6      0.02945
 170           7      0.01743
 170           8      0.01130
 170           9      0.00665
 170          10      0.00413
 171           1      0.00019
 171           2      0.00012
 171           3      0.00007
 171           4      0.00004
 171           5      0.00003
 171           6      0.00002
 171           7      0.00001
 171           8      0.00001
 171           9      0.00000
 171          10      0.00000
 172           1      0.31725
 172           2      0.19791
 172           3      0.12287
 172           4      0.07726
 172           5      0.04744
 172           6      0.02888
 172           7      0.01809
 172           8      0.01147
 172           9      0.00649
 172          10      0.00353
 173           1      0.54947
 173           2      0.34278
 173           3      0.21281
 173           4      0.13381
 173           5      0.08217
 173           6      0.05002
 173           7      0.03132
 173           8      0.01987
 173           9      0.01123
 173          10      0.00612
 174           1      0.00030
 174           2      0.00019
 174           3      0.00012
 174           4      0.00007
 174           5      0.00005
 174           6      0.00003
 174           7      0.00002
 174           8      0.00001
 174           9      0.00001
 174          10      0.00000
